id,destino,prioridad,peso
1015,Mitú,3,19.4
1016,Armenia,2,18.9
1017,Cali,2,23.5
1018,Florencia,5,20.1
1019,Manizales,3,8.9
1020,Medellín,1,16.5
1021,Riohacha,5,19.1
1022,Medellín,3,24.5
1023,Medellín,5,13.2
1024,Ibagué,3,16.4
1025,Cúcuta,4,13.4
1026,Villavicencio,2,9.4
1027,Santa Marta,1,23.7
1028,Barranquilla,4,5.6
1029,Bogotá,3,5.6
1030,Mitú,4,18.3
1031,Pereira,1,20.4
1032,Manizales,5,9.0
1033,Pasto,5,13.9
1034,Pasto,1,5.0
1035,Armenia,1,22.6
1036,Pereira,3,17.2
1037,Cúcuta,5,12.5
1038,Bucaramanga,1,18.6
1039,Pasto,1,16.4
1040,Ibagué,5,8.0
1041,Cúcuta,3,13.3
1042,Armenia,5,18.5
1043,Sincelejo,2,8.7
1044,Cali,3,13.0
1045,Quibdó,3,21.4
1046,Pereira,5,24.8
1047,Cúcuta,2,14.8
1048,Cúcuta,4,15.8
1049,Tunja,2,18.2
1050,Cartagena,1,20.8
1051,Cúcuta,5,21.8
1052,Ipiales,4,6.5
1053,Popayán,4,18.0
1054,Manizales,3,5.2
1055,Barranquilla,1,17.5
1056,Montería,1,8.6
1057,Tunja,3,13.4
1058,Cartagena,3,12.2
1059,Barranquilla,2,17.6
1060,Cúcuta,3,13.3
1061,Pasto,4,14.9
1062,Tunja,3,5.9
1063,Medellín,2,13.5
1064,Tunja,4,16.6
1065,Sincelejo,3,8.7
1066,Ibagué,5,12.3
1067,Neiva,4,17.2
1068,Neiva,2,9.8
1069,Montería,1,10.8
1070,Cúcuta,5,16.5
1071,Cúcuta,3,9.8
1072,Mitú,2,11.0
1073,Pereira,1,16.1
1074,Armenia,1,8.0
1075,Tunja,2,16.2
1076,Pasto,5,15.8
1077,Cali,2,9.4
1078,Cali,5,11.3
1079,Medellín,1,17.3
1080,Valledupar,3,6.8
1081,Bogotá,3,22.1
1082,Barranquilla,1,23.4
1083,Manizales,1,16.2
1084,Popayán,2,18.5
1085,Armenia,2,9.1
1086,Ibagué,1,23.1
1087,Quibdó,1,12.8
1088,Popayán,4,21.4
1089,Manizales,1,14.0
1090,Cali,1,21.8
1091,Mitú,1,11.6
1092,Barranquilla,5,13.9
1093,Valledupar,5,15.6
1094,Riohacha,4,7.1
1095,Manizales,5,23.2
1096,Cartagena,1,21.6
1097,Pasto,1,20.4
1098,Cartagena,3,13.9
1099,Manizales,5,6.7
1100,Florencia,2,17.4
1101,Popayán,4,16.4
1102,Riohacha,2,14.6
1103,Pereira,5,7.3
1104,Quibdó,5,20.7
1105,Florencia,2,6.5
1106,Popayán,4,9.6
1107,Pereira,2,16.1
1108,Cúcuta,1,19.1
1109,Villavicencio,5,11.5
1110,Pereira,3,15.4
1111,Florencia,4,8.7
1112,Ipiales,2,23.0
1113,Barranquilla,4,5.0
1114,Mitú,2,17.4
1115,Bogotá,5,8.7
1116,Florencia,4,12.2
1117,Neiva,5,17.7
1118,Montería,4,15.6
1119,Mitú,1,11.4
1120,Armenia,5,15.7
1121,Sincelejo,1,13.8
1122,Bucaramanga,1,22.4
1123,Manizales,2,11.3
1124,Santa Marta,5,14.3
1125,Neiva,4,11.9
1126,Medellín,3,14.3
1127,Bucaramanga,5,17.8
1128,Sincelejo,1,23.3
1129,Bogotá,5,11.3
1130,Barranquilla,1,6.7
1131,Quibdó,2,19.8
1132,Cali,5,7.5
1133,Villavicencio,2,21.5
1134,Florencia,4,8.6
1135,Tunja,2,21.9
1136,Armenia,5,20.8
1137,Florencia,2,15.4
1138,Ipiales,2,13.4
1139,Cúcuta,2,5.7
1140,Mitú,2,11.4
1141,Cartagena,4,21.0
1142,Sincelejo,1,12.0
1143,Barranquilla,5,9.8
1144,Manizales,2,6.5
1145,Sincelejo,5,6.9
1146,Montería,1,9.3
1147,Popayán,3,20.9
1148,Pasto,1,17.1
1149,Riohacha,5,9.9
1150,Villavicencio,5,17.5
1151,Barranquilla,2,11.9
1152,Ipiales,1,16.0
1153,Tunja,5,12.6
1154,Medellín,3,10.9
1155,Neiva,1,20.5
1156,Ibagué,2,24.2
1157,Cartagena,5,6.7
1158,Quibdó,3,18.2
1159,Montería,1,10.5
1160,Santa Marta,1,19.4
1161,Ibagué,1,23.4
1162,Cartagena,4,21.0
1163,Santa Marta,3,11.5
1164,Pereira,1,5.5
1165,Cartagena,3,9.8
1166,Manizales,2,21.0
1167,Bogotá,1,21.7
1168,Medellín,2,5.0
1169,Popayán,3,23.8
1170,Medellín,5,9.8
1171,Villavicencio,1,12.6
1172,Cúcuta,4,11.2
1173,Manizales,3,5.0
1174,Villavicencio,3,6.3
1175,Cali,4,12.6
1176,Neiva,3,8.7
1177,Tunja,3,23.4
1178,Montería,2,16.6
1179,Villavicencio,2,21.0
1180,Sincelejo,5,18.7
1181,Manizales,2,23.1
1182,Popayán,5,23.4
1183,Montería,3,10.3
1184,Santa Marta,3,16.1
1185,Pereira,4,15.5
1186,Medellín,5,10.6
1187,Popayán,5,5.6
1188,Cartagena,3,6.6
1189,Florencia,5,9.9
1190,Pasto,1,11.9
1191,Mitú,3,13.0
1192,Quibdó,1,16.8
1193,Barranquilla,5,15.5
1194,Cúcuta,1,24.3
1195,Popayán,4,15.5
1196,Montería,5,11.1
1197,Riohacha,1,17.5
1198,Pereira,3,7.2
1199,Pereira,1,17.3
1200,Cúcuta,4,8.5
1201,Santa Marta,4,16.8
1202,Pasto,5,12.0
1203,Mitú,2,13.7
1204,Tunja,4,24.5
1205,Villavicencio,2,23.3
1206,Cúcuta,3,23.3
1207,Tunja,5,10.6
1208,Cartagena,1,10.6
1209,Santa Marta,2,11.5
1210,Quibdó,5,24.3
1211,Bucaramanga,4,18.6
1212,Armenia,3,5.0
1213,Quibdó,4,8.6
1214,Ipiales,3,13.0
1215,Neiva,5,15.1
1216,Popayán,2,5.3
1217,Riohacha,4,5.4
1218,Sincelejo,2,14.3
1219,Barranquilla,5,17.4
1220,Ipiales,1,10.9
1221,Armenia,1,17.0
1222,Bogotá,4,21.4
1223,Valledupar,4,7.8
1224,Popayán,4,14.4
1225,Manizales,2,20.6
1226,Cartagena,1,6.3
1227,Riohacha,3,23.1
1228,Valledupar,1,9.5
1229,Santa Marta,1,7.2
1230,Popayán,5,5.0
1231,Ipiales,3,21.6
1232,Manizales,4,4.8
1233,Bucaramanga,1,7.8
1234,Sincelejo,4,5.6
1235,Quibdó,4,5.9
1236,Neiva,5,19.9
1237,Pasto,5,5.2
1238,Cúcuta,5,18.7
1239,Armenia,5,12.1
1240,Villavicencio,4,18.3
1241,Manizales,4,10.1
1242,Santa Marta,3,19.2
1243,Cúcuta,5,6.2
1244,Montería,1,4.7
1245,Manizales,2,12.7
1246,Cúcuta,4,9.2
1247,Armenia,2,19.1
1248,Sincelejo,5,24.4
1249,Pasto,5,16.7
1250,Neiva,2,6.6
1251,Riohacha,3,21.0
1252,Bogotá,2,21.4
1253,Santa Marta,5,8.5
1254,Cartagena,3,9.3
1255,Valledupar,3,15.5
1256,Cali,2,24.0
1257,Florencia,1,4.8
1258,Valledupar,5,8.4
1259,Ibagué,1,24.1
1260,Florencia,3,6.7
1261,Cúcuta,2,11.7
1262,Medellín,2,13.4
1263,Riohacha,2,23.9
1264,Barranquilla,1,23.7
1265,Montería,1,12.9
1266,Sincelejo,4,16.8
1267,Villavicencio,4,5.4
1268,Santa Marta,3,21.1
1269,Bucaramanga,2,21.2
1270,Bogotá,1,7.6
1271,Cartagena,3,12.8
1272,Mitú,1,4.8
1273,Florencia,4,4.6
1274,Pasto,4,19.5
1275,Valledupar,2,22.1
1276,Riohacha,4,20.9
1277,Neiva,2,17.2
1278,Cúcuta,4,19.8
1279,Montería,4,13.1
1280,Bogotá,3,6.1
1281,Florencia,5,17.1
1282,Pereira,3,15.7
1283,Medellín,3,21.0
1284,Popayán,3,6.4
1285,Riohacha,4,4.6
1286,Pasto,5,22.7
1287,Neiva,2,21.3
1288,Pereira,1,18.9
1289,Manizales,4,5.0
1290,Ipiales,2,18.2
1291,Valledupar,4,21.9
1292,Armenia,3,8.6
1293,Bogotá,2,12.0
1294,Bogotá,5,5.2
1295,Tunja,4,8.4
1296,Armenia,4,18.4
1297,Tunja,3,21.0
1298,Bogotá,1,19.8
1299,Barranquilla,4,23.6
1300,Florencia,3,19.4
1301,Pasto,2,15.7
1302,Tunja,3,23.6
1303,Cartagena,2,4.6
1304,Sincelejo,2,21.6
1305,Cúcuta,5,9.0
1306,Manizales,1,14.5
1307,Bogotá,2,13.0
1308,Quibdó,5,9.1
1309,Barranquilla,4,18.3
1310,Cúcuta,1,14.7
1311,Santa Marta,2,7.0
1312,Florencia,4,11.3
1313,Valledupar,2,16.1
1314,Riohacha,1,6.9
1315,Ibagué,2,18.1
1316,Valledupar,1,5.0
1317,Armenia,4,9.5
1318,Cúcuta,3,18.8
1319,Quibdó,3,22.9
1320,Santa Marta,3,8.3
1321,Tunja,3,15.5
1322,Ipiales,2,23.9
1323,Armenia,3,9.9
1324,Pereira,3,7.3
1325,Cúcuta,1,7.4
1326,Valledupar,5,24.7
1327,Valledupar,5,19.9
1328,Bogotá,2,19.2
1329,Popayán,2,11.5
1330,Cartagena,4,9.4
1331,Neiva,3,9.9
1332,Medellín,1,4.9
1333,Barranquilla,1,18.8
1334,Santa Marta,1,16.1
1335,Mitú,1,12.3
1336,Ibagué,5,20.2
1337,Pasto,2,12.4
1338,Neiva,5,19.8
1339,Popayán,2,23.1
1340,Armenia,1,16.6
1341,Quibdó,1,10.7
1342,Florencia,1,23.3
1343,Barranquilla,5,19.0
1344,Florencia,2,7.1
1345,Pasto,5,13.6
1346,Tunja,3,10.3
1347,Mitú,4,9.0
1348,Valledupar,1,5.1
1349,Bucaramanga,3,14.8
1350,Bogotá,3,20.6
1351,Pereira,5,4.8
1352,Tunja,5,12.9
1353,Valledupar,1,13.3
1354,Tunja,4,16.8
1355,Montería,2,18.3
1356,Pereira,2,7.0
1357,Montería,2,12.0
1358,Barranquilla,4,23.7
1359,Sincelejo,3,21.5
1360,Bucaramanga,1,18.0
1361,Quibdó,1,6.7
1362,Cali,4,13.5
1363,Neiva,1,22.8
1364,Bogotá,3,11.1
1365,Pasto,2,24.2
1366,Villavicencio,5,11.5
1367,Cali,1,9.8
1368,Armenia,3,21.8
1369,Villavicencio,3,15.9
1370,Cúcuta,4,12.0
1371,Villavicencio,5,6.4
1372,Pasto,2,22.5
1373,Ibagué,3,24.8
1374,Villavicencio,2,24.1
1375,Cúcuta,1,21.0
1376,Sincelejo,5,15.2
1377,Barranquilla,5,8.5
1378,Armenia,1,12.2
1379,Riohacha,1,20.9
1380,Villavicencio,2,4.7
1381,Santa Marta,4,20.4
1382,Riohacha,2,12.2
1383,Neiva,5,12.1
1384,Popayán,1,6.8
1385,Ibagué,4,9.2
1386,Ipiales,2,11.6
1387,Manizales,4,11.4
1388,Valledupar,2,21.5
1389,Villavicencio,2,13.8
1390,Barranquilla,3,12.5
1391,Mitú,5,8.3
1392,Cartagena,4,13.1
1393,Barranquilla,3,15.0
1394,Ibagué,4,18.9
1395,Valledupar,2,19.0
1396,Ibagué,5,6.5
1397,Cúcuta,4,15.9
1398,Santa Marta,4,7.8
1399,Cali,4,15.9
1400,Bogotá,2,6.1
1401,Ibagué,5,19.6
1402,Tunja,2,19.7
1403,Pereira,2,6.4
1404,Santa Marta,4,10.2
1405,Medellín,5,23.9
1406,Bogotá,3,23.1
1407,Medellín,2,24.3
1408,Manizales,3,17.1
1409,Neiva,2,8.8
1410,Villavicencio,4,5.8
1411,Villavicencio,4,23.6
1412,Ibagué,4,11.0
1413,Barranquilla,4,17.2
1414,Riohacha,2,7.4
1415,Pasto,1,10.0
1416,Cúcuta,4,15.2
1417,Montería,2,11.1
1418,Manizales,5,5.5
1419,Pereira,2,20.9
1420,Villavicencio,2,19.0
1421,Armenia,4,11.7
1422,Riohacha,3,15.0
1423,Sincelejo,2,9.4
1424,Pasto,4,7.5
1425,Florencia,4,7.3
1426,Cartagena,5,12.3
1427,Pereira,1,15.0
1428,Sincelejo,1,15.6
1429,Villavicencio,4,7.8
1430,Cali,1,4.8
1431,Pereira,1,17.1
1432,Bucaramanga,2,5.0
1433,Barranquilla,2,10.3
1434,Medellín,2,13.7
1435,Cali,3,24.2
1436,Popayán,4,9.0
1437,Ipiales,4,19.8
1438,Pasto,1,22.8
1439,Cali,4,23.7
1440,Pasto,2,21.1
1441,Popayán,3,22.3
1442,Florencia,1,16.2
1443,Quibdó,2,14.0
1444,Popayán,3,15.0
1445,Pereira,5,20.9
1446,Bucaramanga,1,12.4
1447,Cartagena,1,6.2
1448,Ibagué,2,10.5
1449,Santa Marta,2,8.4
1450,Bogotá,4,6.2
1451,Tunja,3,23.4
1452,Santa Marta,5,17.8
1453,Popayán,4,20.5
1454,Cartagena,2,5.6
1455,Villavicencio,4,14.3
1456,Pereira,1,17.4
1457,Sincelejo,4,22.2
1458,Barranquilla,1,22.8
1459,Bogotá,5,14.6
1460,Barranquilla,4,9.7
1461,Neiva,4,21.7
1462,Pereira,5,23.6
1463,Barranquilla,3,14.8
1464,Riohacha,5,7.7
1465,Villavicencio,3,10.1
1466,Ibagué,1,12.3
1467,Riohacha,5,10.3
1468,Riohacha,2,18.9
1469,Armenia,5,8.7
1470,Cúcuta,4,10.1
1471,Mitú,4,6.0
1472,Cúcuta,3,13.2
1473,Riohacha,1,12.7
1474,Ipiales,1,6.1
1475,Armenia,5,9.2
1476,Ipiales,5,16.9
1477,Pasto,1,8.3
1478,Tunja,1,5.3
1479,Pereira,2,23.9
1480,Ipiales,3,24.3
1481,Armenia,1,19.9
1482,Ipiales,2,11.9
1483,Ibagué,3,14.6
1484,Montería,4,13.9
1485,Cartagena,5,17.6
1486,Cúcuta,3,21.3
1487,Mitú,2,15.5
1488,Valledupar,3,16.0
1489,Manizales,4,18.8
1490,Riohacha,1,13.9
1491,Neiva,1,11.7
1492,Pereira,5,11.4
1493,Bucaramanga,3,14.5
1494,Quibdó,3,5.8
1495,Ipiales,4,22.0
1496,Tunja,1,14.0
1497,Cartagena,4,8.6
1498,Pasto,2,24.5
1499,Villavicencio,2,8.0
1500,Villavicencio,2,7.5
1501,Tunja,1,9.4
1502,Cartagena,5,19.1
1503,Armenia,4,17.3
1504,Montería,1,24.0
1505,Tunja,4,4.9
1506,Cartagena,3,17.1
1507,Quibdó,4,17.0
1508,Cali,2,16.6
1509,Riohacha,1,15.2
1510,Quibdó,5,6.8
1511,Cúcuta,3,23.2
1512,Ibagué,3,8.2
1513,Cúcuta,1,20.4
1514,Manizales,3,19.1
1515,Pereira,3,24.6
1516,Pasto,1,13.9
1517,Cúcuta,1,13.1
1518,Riohacha,2,14.6
1519,Ibagué,1,22.5
1520,Riohacha,3,11.7
1521,Santa Marta,5,22.9
1522,Barranquilla,3,22.4
1523,Florencia,3,4.6
1524,Bucaramanga,1,23.9
1525,Cali,1,8.0
1526,Mitú,4,20.4
1527,Valledupar,4,11.3
1528,Manizales,5,11.3
1529,Pasto,2,16.4
1530,Bucaramanga,5,19.0
1531,Villavicencio,1,12.0
1532,Cartagena,2,20.8
1533,Cartagena,3,6.7
1534,Mitú,5,22.6
1535,Valledupar,1,21.7
1536,Sincelejo,3,14.1
1537,Quibdó,4,4.6
1538,Cúcuta,3,11.0
1539,Villavicencio,3,23.9
1540,Montería,2,12.7
1541,Villavicencio,3,12.0
1542,Mitú,1,11.1
1543,Neiva,5,24.4
1544,Manizales,2,21.3
1545,Medellín,5,11.2
1546,Mitú,1,21.0
1547,Valledupar,1,18.0
1548,Florencia,1,18.7
1549,Mitú,1,17.3
1550,Ibagué,5,7.7
1551,Ipiales,5,4.6
1552,Manizales,2,15.2
1553,Armenia,5,17.1
1554,Sincelejo,2,15.3
1555,Bogotá,2,10.5
1556,Ibagué,4,15.5
1557,Cartagena,5,8.1
1558,Bogotá,4,5.5
1559,Riohacha,1,21.6
1560,Santa Marta,4,13.5
1561,Bogotá,3,24.1
1562,Pasto,4,8.4
1563,Armenia,2,4.6
1564,Cali,1,11.2
1565,Pereira,5,15.6
1566,Sincelejo,3,21.7
1567,Armenia,3,18.0
1568,Mitú,4,10.3
1569,Medellín,3,6.3
1570,Cúcuta,4,7.4
1571,Bucaramanga,1,11.5
1572,Ibagué,5,4.6
1573,Ibagué,5,17.6
1574,Pasto,2,10.1
1575,Bogotá,1,17.3
1576,Medellín,5,7.5
1577,Mitú,1,24.9
1578,Sincelejo,2,15.4
1579,Manizales,3,12.6
1580,Armenia,4,16.7
1581,Neiva,1,7.1
1582,Ipiales,1,22.1
1583,Mitú,4,7.7
1584,Villavicencio,1,18.1
1585,Montería,2,19.4
1586,Montería,5,20.4
1587,Bucaramanga,4,12.9
1588,Villavicencio,1,20.7
1589,Cali,4,22.7
1590,Valledupar,4,22.7
1591,Florencia,1,5.7
1592,Medellín,2,5.2
1593,Popayán,4,11.7
1594,Florencia,3,7.7
1595,Cartagena,1,5.8
1596,Neiva,1,21.1
1597,Mitú,3,23.6
1598,Barranquilla,5,6.4
1599,Ipiales,4,10.1
1600,Quibdó,2,17.5
1601,Pasto,1,17.1
1602,Cúcuta,3,10.8
1603,Villavicencio,5,12.5
1604,Medellín,4,15.7
1605,Cali,3,23.8
1606,Tunja,3,16.1
1607,Villavicencio,4,16.8
1608,Tunja,4,22.8
1609,Ibagué,2,12.0
1610,Riohacha,4,5.6
1611,Bogotá,4,4.8
1612,Ipiales,4,17.7
1613,Cartagena,3,21.6
1614,Ipiales,3,21.3
1615,Bogotá,2,20.9
1616,Quibdó,5,16.7
1617,Mitú,1,13.4
1618,Cúcuta,5,17.8
1619,Armenia,3,14.6
1620,Medellín,2,6.0
1621,Mitú,3,24.5
1622,Barranquilla,3,9.6
1623,Montería,1,24.2
1624,Barranquilla,4,8.8
1625,Pasto,4,15.4
1626,Montería,3,19.3
1627,Santa Marta,1,8.9
1628,Sincelejo,3,8.8
1629,Mitú,1,5.7
1630,Sincelejo,5,5.6
1631,Villavicencio,3,13.7
1632,Ipiales,3,16.1
1633,Pasto,3,23.8
1634,Montería,1,18.2
1635,Medellín,4,7.7
1636,Quibdó,4,22.9
1637,Pereira,5,17.0
1638,Pereira,4,18.2
1639,Bogotá,2,16.8
1640,Quibdó,3,8.6
1641,Riohacha,4,15.9
1642,Quibdó,3,10.0
1643,Santa Marta,3,8.3
1644,Barranquilla,2,8.5
1645,Santa Marta,3,19.4
1646,Tunja,1,4.6
1647,Medellín,2,13.7
1648,Riohacha,1,9.1
1649,Pereira,1,22.4
1650,Ibagué,4,23.5
1651,Pereira,2,7.7
1652,Cartagena,5,12.4
1653,Tunja,5,12.4
1654,Barranquilla,3,5.9
1655,Popayán,2,23.2
1656,Montería,2,13.9
1657,Riohacha,3,23.6
1658,Tunja,5,4.9
1659,Popayán,3,24.1
1660,Medellín,1,10.3
1661,Bucaramanga,1,19.3
1662,Pereira,3,6.4
1663,Santa Marta,1,7.4
1664,Villavicencio,3,11.3
1665,Mitú,4,12.8
1666,Neiva,5,20.5
1667,Sincelejo,2,6.3
1668,Cúcuta,2,22.3
1669,Ipiales,2,21.4
1670,Bucaramanga,4,15.5
1671,Neiva,4,6.2
1672,Ipiales,2,24.3
1673,Florencia,3,17.2
1674,Medellín,5,14.0
1675,Riohacha,1,17.2
1676,Cali,3,12.7
1677,Mitú,3,23.5
1678,Montería,5,17.8
1679,Santa Marta,4,21.9
1680,Santa Marta,4,18.5
1681,Montería,1,7.6
1682,Riohacha,5,19.9
1683,Ipiales,4,10.2
1684,Quibdó,1,19.3
1685,Santa Marta,2,9.2
1686,Cartagena,1,9.0
1687,Medellín,4,14.8
1688,Riohacha,3,7.3
1689,Bogotá,4,15.4
1690,Popayán,4,9.1
1691,Montería,5,6.2
1692,Cali,5,6.7
1693,Ibagué,2,16.6
1694,Popayán,1,4.9
1695,Santa Marta,4,21.4
1696,Montería,5,9.5
1697,Tunja,4,15.4
1698,Sincelejo,5,20.0
1699,Sincelejo,2,18.5
1700,Barranquilla,1,9.7
1701,Manizales,3,23.9
1702,Medellín,4,24.7
1703,Ipiales,3,17.6
1704,Barranquilla,4,20.5
1705,Medellín,4,11.3
1706,Florencia,4,13.1
1707,Pereira,4,8.5
1708,Cartagena,5,4.8
1709,Cartagena,5,23.6
1710,Cali,5,15.9
1711,Bogotá,2,7.6
1712,Cartagena,2,15.8
1713,Cartagena,5,12.2
1714,Valledupar,3,13.6
1715,Bucaramanga,2,11.3
1716,Santa Marta,5,16.0
1717,Montería,3,10.3
1718,Bucaramanga,2,13.0
1719,Riohacha,4,15.3
1720,Mitú,2,16.8
1721,Tunja,4,17.2
1722,Villavicencio,4,5.1
1723,Riohacha,5,19.3
1724,Neiva,1,5.1
1725,Armenia,5,17.1
1726,Medellín,1,9.3
1727,Cúcuta,1,18.1
1728,Cali,2,18.1
1729,Cali,3,5.7
1730,Neiva,5,18.1
1731,Quibdó,2,12.2
1732,Valledupar,2,17.3
1733,Bucaramanga,4,6.0
1734,Tunja,5,11.1
1735,Medellín,4,13.2
1736,Pereira,5,11.6
1737,Neiva,1,10.7
1738,Cúcuta,1,10.8
1739,Cúcuta,3,13.6
1740,Quibdó,1,19.5
1741,Villavicencio,1,10.4
1742,Santa Marta,2,7.1
1743,Tunja,5,14.9
1744,Barranquilla,2,17.7
1745,Barranquilla,3,24.7
1746,Popayán,5,24.7
1747,Manizales,5,17.3
1748,Villavicencio,5,21.9
1749,Medellín,4,13.8
1750,Ipiales,1,23.6
1751,Cúcuta,5,6.8
1752,Popayán,2,8.5
1753,Cúcuta,1,19.9
1754,Cúcuta,1,12.8
1755,Bogotá,3,19.2
1756,Bogotá,3,23.7
1757,Florencia,1,7.0
1758,Barranquilla,3,18.7
1759,Valledupar,2,18.0
1760,Florencia,5,17.7
1761,Quibdó,1,10.9
1762,Manizales,4,9.3
1763,Tunja,3,5.3
1764,Florencia,2,6.5
1765,Neiva,4,19.3
1766,Pasto,2,15.6
1767,Cali,3,8.1
1768,Bogotá,3,13.1
1769,Medellín,4,24.2
1770,Valledupar,4,16.0
1771,Bogotá,1,11.6
1772,Quibdó,4,16.7
1773,Sincelejo,4,21.9
1774,Santa Marta,1,11.6
1775,Tunja,3,8.4
1776,Ipiales,1,11.4
1777,Tunja,4,10.8
1778,Ibagué,3,15.6
1779,Barranquilla,2,11.6
1780,Cartagena,2,16.4
1781,Villavicencio,4,22.7
1782,Florencia,5,13.3
1783,Medellín,1,23.3
1784,Bucaramanga,5,7.6
1785,Pasto,3,18.1
1786,Neiva,5,13.7
1787,Pereira,3,20.0
1788,Sincelejo,5,11.6
1789,Florencia,5,9.2
1790,Valledupar,2,20.6
1791,Ipiales,4,22.8
1792,Riohacha,2,22.9
1793,Cúcuta,4,16.8
1794,Medellín,1,17.0
1795,Valledupar,1,16.4
1796,Cartagena,5,7.5
1797,Pereira,4,12.0
1798,Mitú,3,23.0
1799,Cartagena,3,18.0
1800,Manizales,5,17.7
1801,Bogotá,4,20.4
1802,Cúcuta,2,11.0
1803,Bucaramanga,1,13.0
1804,Cúcuta,5,17.9
1805,Ipiales,1,19.2
1806,Cúcuta,5,13.1
1807,Villavicencio,5,10.7
1808,Ipiales,4,12.9
1809,Cúcuta,5,11.0
1810,Quibdó,5,13.2
1811,Armenia,5,11.7
1812,Pereira,5,21.2
1813,Pasto,3,19.1
1814,Armenia,4,14.9
1815,Cali,1,13.3
1816,Mitú,2,13.7
1817,Quibdó,3,23.5
1818,Manizales,5,13.2
1819,Cúcuta,1,5.3
1820,Valledupar,5,19.9
1821,Bucaramanga,4,18.0
1822,Ibagué,3,8.8
1823,Ipiales,1,19.8
1824,Sincelejo,5,5.6
1825,Neiva,4,8.4
1826,Mitú,4,8.6
1827,Bogotá,5,11.7
1828,Pereira,4,23.7
1829,Pasto,2,19.5
1830,Quibdó,3,24.1
1831,Pereira,2,20.3
1832,Medellín,5,17.8
1833,Armenia,4,11.9
1834,Tunja,3,5.5
1835,Cúcuta,1,15.0
1836,Bucaramanga,1,21.8
1837,Neiva,2,19.4
1838,Tunja,1,19.8
1839,Pasto,4,15.8
1840,Bogotá,4,7.5
1841,Santa Marta,2,21.3
1842,Manizales,2,5.2
1843,Pasto,4,4.6
1844,Cúcuta,1,22.0
1845,Valledupar,3,10.0
1846,Santa Marta,2,12.9
1847,Pereira,2,20.1
1848,Florencia,2,20.3
1849,Villavicencio,3,17.1
1850,Pereira,5,10.2
1851,Villavicencio,5,11.3
1852,Neiva,1,17.0
1853,Bogotá,1,21.6
1854,Pereira,3,5.4
1855,Popayán,2,19.9
1856,Sincelejo,4,21.9
1857,Santa Marta,2,11.4
1858,Pereira,3,8.4
1859,Ipiales,2,14.9
1860,Tunja,1,23.6
1861,Florencia,4,14.1
1862,Montería,1,20.8
1863,Medellín,2,21.5
1864,Tunja,4,15.7
1865,Villavicencio,3,19.9
1866,Armenia,2,5.6
1867,Mitú,2,13.7
1868,Ibagué,4,16.1
1869,Florencia,3,20.0
1870,Riohacha,2,24.0
1871,Villavicencio,1,17.6
1872,Cúcuta,5,9.0
1873,Pasto,3,10.0
1874,Manizales,3,6.4
1875,Florencia,1,6.1
1876,Mitú,2,6.6
1877,Armenia,3,18.5
1878,Popayán,1,7.2
1879,Mitú,1,6.6
1880,Popayán,3,23.6
1881,Florencia,5,4.7
1882,Villavicencio,3,13.2
1883,Tunja,1,16.8
1884,Riohacha,2,13.6
1885,Ibagué,2,11.8
1886,Riohacha,2,20.6
1887,Riohacha,4,12.4
1888,Quibdó,5,14.6
1889,Quibdó,4,8.4
1890,Valledupar,2,11.6
1891,Villavicencio,3,17.3
1892,Santa Marta,5,18.4
1893,Popayán,5,19.5
1894,Riohacha,2,21.9
1895,Riohacha,3,19.7
1896,Villavicencio,5,12.4
1897,Quibdó,5,15.8
1898,Mitú,3,20.2
1899,Santa Marta,3,4.6
1900,Pereira,5,11.7
1901,Florencia,2,21.2
1902,Tunja,4,16.5
1903,Riohacha,5,15.7
1904,Bogotá,2,14.0
1905,Ipiales,3,11.1
1906,Cúcuta,3,13.4
1907,Quibdó,3,13.0
1908,Cali,1,6.5
1909,Riohacha,4,11.1
1910,Medellín,2,21.9
1911,Cúcuta,5,18.5
1912,Villavicencio,1,19.3
1913,Ipiales,4,13.4
1914,Pereira,5,17.7
1915,Barranquilla,2,16.5
1916,Neiva,4,19.8
1917,Barranquilla,4,19.0
1918,Manizales,3,17.2
1919,Montería,2,14.4
1920,Tunja,5,12.3
1921,Cali,1,16.0
1922,Barranquilla,3,10.1
1923,Bucaramanga,5,13.2
1924,Cali,4,9.5
1925,Neiva,4,4.6
1926,Santa Marta,5,7.9
1927,Mitú,4,5.4
1928,Neiva,2,22.7
1929,Pereira,1,21.0
1930,Popayán,5,17.6
1931,Cartagena,3,10.9
1932,Sincelejo,2,22.1
1933,Pereira,4,21.6
1934,Quibdó,4,19.0
1935,Florencia,2,22.5
1936,Cali,2,10.9
1937,Pasto,5,23.2
1938,Pasto,2,19.5
1939,Cartagena,2,15.9
1940,Bogotá,5,15.9
1941,Cúcuta,5,13.9
1942,Mitú,4,24.1
1943,Riohacha,2,23.7
1944,Cartagena,4,16.5
1945,Bucaramanga,1,13.2
1946,Barranquilla,5,24.2
1947,Quibdó,3,13.1
1948,Pasto,4,14.2
1949,Florencia,4,7.3
1950,Cúcuta,5,17.0
1951,Florencia,5,4.9
1952,Mitú,3,22.9
1953,Mitú,3,24.0
1954,Bogotá,2,15.1
1955,Pereira,2,4.5
1956,Cali,4,8.2
1957,Ipiales,2,17.4
1958,Medellín,3,24.5
1959,Cartagena,3,11.9
1960,Quibdó,1,19.8
1961,Quibdó,5,22.7
1962,Armenia,1,20.8
